2024-06-20 23:58:25 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-20 23:58:32 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-20 23:58:32 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Started server process [69261]
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Started server process [69261]
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-20 23:58:32 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-20 23:58:32 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-21 00:00:14 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-21 00:00:14 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-21 00:00:15 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Finished server process [69261]
2024-06-21 00:00:15 | INFO     | app | logging:callHandlers:1762 - Finished server process [69261]
2024-06-25 22:59:56 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:00:02 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:00:02 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Started server process [19713]
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Started server process [19713]
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:00:02 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:00:02 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:00:57 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:00:57 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:00:58 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Finished server process [19713]
2024-06-25 23:00:58 | INFO     | app | logging:callHandlers:1762 - Finished server process [19713]
2024-06-25 23:01:36 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:01:36 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Started server process [20484]
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Started server process [20484]
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:01:36 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:01:36 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:10:02 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Finished server process [20484]
2024-06-25 23:10:02 | INFO     | app | logging:callHandlers:1762 - Finished server process [20484]
2024-06-25 23:10:27 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:10:27 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Started server process [23533]
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Started server process [23533]
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:10:27 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:10:27 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Finished server process [23533]
2024-06-25 23:10:27 | INFO     | app | logging:callHandlers:1762 - Finished server process [23533]
2024-06-25 23:10:47 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:10:47 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Started server process [23786]
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Started server process [23786]
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:10:47 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:10:47 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:30:43 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Finished server process [23786]
2024-06-25 23:30:43 | INFO     | app | logging:callHandlers:1762 - Finished server process [23786]
2024-06-25 23:31:07 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:31:07 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Started server process [29610]
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Started server process [29610]
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:31:07 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:31:07 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Shutting down
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Waiting for application shutdown.
2024-06-25 23:31:08 | INFO     | app | routes.lifespan_manager:models_lifespan:27 - Shutting down and releasing ML models...
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Application shutdown complete.
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Finished server process [29610]
2024-06-25 23:31:08 | INFO     | app | logging:callHandlers:1762 - Finished server process [29610]
2024-06-25 23:31:35 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:31:35 | INFO     | app | config.HW_usage:set_hardware_usage:8 - GPU is available and will be used.
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Started server process [29870]
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Started server process [29870]
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Waiting for application startup.
2024-06-25 23:31:35 | INFO     | app | routes.lifespan_manager:models_lifespan:17 - Starting up and loading ML models...
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:31:35 | INFO     | app | logging:callHandlers:1762 - Application startup complete.
2024-06-25 23:32:10 | INFO     | app | logging:callHandlers:1762 - Shutting down
